id,category,name,desc,alias,waste,kcal,kcal_adj,water,protein,fat,satfat,carb,fiber,sugar,sodium,vitA,vitC,potassium,calcium,magnesium,iron,zinc
Q0100401,糕餅點心類,冷藏廣式蘿蔔糕,"樣品狀態:冷藏真空包裝(米,蘿蔔,豬肉,蝦米,香菇,油,蔥,火腿等); 前處理描述:混合均勻打碎",菜頭粿,,110.9088,109.1234,74.4398,2.1605,2.3036,0.7958,20.3836,0.8927,0.0,251.0353,,0.0627,30.8425,6.3267,6.5647,0.4438,0.28
Q0100501,糕餅點心類,包餡甜麻糬(紅豆),"前處理描述:混合均勻打碎(糯米,糖,紅豆餡,水飴,馬鈴薯粉等)",,,329.0976,325.1414,21.152,10.02,2.9224,1.1128,65.679,1.9781,27.636,44.015,,0.011,52.228,8.149,7.488,0.438,0.422
Q0200101,糕餅點心類,鹹麻糬,前處理描述:混合均勻打碎,,,248.1,244.9,42.6,8.7,4.5,2.2073,43.2,1.6,,272.0,,0.039,120.0,6.0,14.0,0.8,0.9
Q0300101,糕餅點心類,芋仔餅,前處理描述:混合均勻打碎,,,353.7,347.1,26.1,4.6,12.1,5.076,56.6,3.3,,8.0,,0.072,260.0,16.0,24.0,1.7,1.9
Q0300201,糕餅點心類,月餅(棗泥),前處理描述:混合均勻打碎,,,419.4,412.6,15.9,6.0,18.2,5.238,57.9,3.4,,120.0,,0.096,303.0,34.0,33.0,2.6,0.7
Q0300301,糕餅點心類,綠豆凸,前處理描述:混合均勻打碎,綠豆椪,,393.8775,386.0775,20.9,6.9,15.8955,6.7514,55.8045,3.9,21.107,14.0,,0.085,184.0,17.0,25.0,1.0,0.6
Q0300401,糕餅點心類,蕃薯餅,前處理描述:混合均勻打碎,,,330.6,327.4,30.0,3.9,10.6,3.6051,54.9,1.6,,24.0,,0.111,211.0,17.0,21.0,1.4,0.4
Q0400101,糕餅點心類,車輪餅(紅豆),前處理描述:混合均勻打碎,,,187.0216,174.0688,53.491,2.057,1.0632,0.3169,42.3062,6.4764,12.693,107.646,,0.045,258.081,31.773,31.134,1.321,0.864
Q0400201,糕餅點心類,車輪餅(菜脯),前處理描述:混合均勻打碎,,,183.3868,175.5618,59.695,1.404,5.688,1.449,31.6447,3.9125,7.093,466.901,,0.075,107.63,64.046,22.913,0.9,0.854
Q0500101,糕餅點心類,太陽餅,前處理描述:混合均勻打碎,,,460.2215,459.4215,10.3,5.3,20.5243,8.3814,63.5757,0.4,18.968,3.0,,0.03,88.0,17.0,13.0,0.8,0.3
Q0500201,糕餅點心類,牛舌餅,前處理描述:混合均勻打碎,,,411.3165,410.9165,12.5,5.7,13.2233,5.1127,67.3767,0.2,22.786,66.0,,0.035,86.0,20.0,15.0,0.8,0.4
Q0500301,糕餅點心類,蛋黃芋頭酥,"樣品狀態:冷凍包裝(蛋黃,芋頭,澱粉等); 前處理描述:混合均勻打碎",,,216.5796,212.1494,48.69,3.1,3.02,0.7067,44.2499,2.2151,,33.84,,0.1583,388.32,28.6,24.81,1.21,2.592
Q0500401,糕餅點心類,蛋黃酥,前處理描述:混合均勻打碎,,,461.3055,457.3055,16.3,11.4,26.4211,12.0367,44.4789,2.0,12.58,196.0,,0.089,327.0,59.0,25.0,4.1,1.8
Q0500501,糕餅點心類,鳳梨酥,前處理描述:混合均勻打碎,,,484.189,480.789,8.9,4.2,24.3578,14.3677,62.0422,1.7,20.208,59.0,,0.175,121.0,39.0,14.0,0.7,0.3
Q0500601,糕餅點心類,蘿蔔酥,前處理描述:混合均勻打碎,,,427.3355,420.7355,18.5,7.5,20.9071,8.2668,52.2929,3.3,18.102,72.0,,0.077,220.0,17.0,31.0,1.3,0.5
Q0600701,糕餅點心類,鳳眼糕,前處理描述:混合均勻打碎,,,378.5615,377.1615,6.2,3.8,0.8323,0.3335,88.9677,0.7,48.659,1.0,,0.026,45.0,7.0,6.0,1.8,0.9
Q0600801,糕餅點心類,米粩,前處理描述:混合均勻打碎,豬油粩,,441.5405,440.5405,6.4,2.6,13.7481,4.0668,76.8519,0.5,24.087,34.0,,0.02,35.0,90.0,10.0,1.1,0.4
Q0700101,糕餅點心類,可頌,前處理描述:混合均勻打碎,,,452.4956,448.3932,18.255,7.319,26.1036,14.0894,47.0718,2.0512,6.578,360.222,,0.041,122.031,36.439,23.015,0.688,1.059
Q0700201,糕餅點心類,泡芙(巧克力),"前處理描述:混合均勻打碎(麵粉,雞蛋等)",,,589.5895,585.3895,1.4,10.3,40.3979,17.6351,46.2021,2.1,21.58,146.0,,0.11,332.0,167.0,46.0,1.6,1.4
Q0700301,糕餅點心類,蛋塔,前處理描述:混合均勻打碎,,,375.9786,372.994,32.439,4.065,21.6938,11.4511,41.1186,1.4923,20.14,85.423,,0.029,116.266,72.863,13.826,0.954,0.903
Q0700401,糕餅點心類,蛋塔(葡式),前處理描述:混合均勻打碎,,,375.1438,372.697,37.831,3.682,25.8478,14.6542,31.9464,1.2234,13.315,119.216,,0.034,96.199,57.996,10.106,0.751,0.787
Q0700501,糕餅點心類,鬆餅,前處理描述:混合均勻打碎,,,256.6734,253.8404,37.84,3.234,2.6102,1.0475,55.0614,1.4165,20.117,227.887,,0.011,142.219,104.903,13.179,0.413,0.507
Q0800101,糕餅點心類,冷凍馬拉糕,"樣品狀態:冷凍包裝(雞蛋,麵粉,牛奶等); 前處理描述:混合均勻打碎",,,319.9732,317.438,35.17,7.05,12.87,2.5891,43.9858,1.2676,,165.72,,0.086,140.27,49.21,13.179,0.84,0.63
Q0800201,糕餅點心類,銅鑼燒,"前處理描述:混合均勻打碎(麵粉,雞蛋,糖,蜂蜜,糖,油脂,紅豆餡,香料,膨脹劑,鹽等)",,,331.9506,328.0858,28.827,3.394,9.9414,1.9473,57.2255,1.9324,31.957,123.389,,0.008,93.828,46.28,15.36,1.058,0.961
Q0800301,糕餅點心類,冷凍馬蹄條,"樣品狀態:冷凍包裝(粉類,春捲皮,花生等); 前處理描述:混合均勻打碎",,,194.4988,185.6822,52.84,4.217,1.91,0.3794,40.1102,4.4083,,277.19,,0.0531,71.15,8.18,19.08,0.51,0.35
Q0900101,糕餅點心類,乳酪蛋糕,"前處理描述:混合均勻打碎(雞蛋,麵粉,起司,牛奶,糖,天然果汁等)",,,295.6886,294.2182,51.77,6.971,21.2706,13.2916,19.0923,0.7352,13.689,152.97,,0.1167,133.12,73.73,9.9,0.65,0.724
Q0900201,糕餅點心類,海綿蛋糕(圓形),前處理描述:混合均勻打碎,,,343.8271,338.8291,35.744,5.09,18.0767,3.7088,40.1942,2.499,20.836,208.118,,0.026,111.478,43.265,11.551,1.108,0.757
Q0900301,糕餅點心類,提拉米蘇(圓形),前處理描述:混合均勻打碎,,,327.7954,326.5424,48.653,4.407,25.0806,16.2883,21.1105,0.6265,10.587,105.051,,0.014,147.465,73.265,15.522,0.592,0.598
Q0900401,糕餅點心類,蜂蜜蛋糕(原味),"前處理描述:混合均勻打碎(蜂蜜,雞蛋,麵粉,糖等)",,,346.4778,345.1932,30.96,6.514,14.5422,3.1338,47.3855,0.6423,28.978,75.97,,0.1633,109.27,29.04,10.51,1.09,0.752
Q0900501,糕餅點心類,蜂蜜蛋糕(巧克力),"前處理描述:混合均勻打碎(雞蛋,巧克力,牛奶,麵粉,糖,植物油,調味料,膨鬆劑,乳化劑等)",,,340.823,337.9444,33.5,6.912,15.645,3.7095,43.0925,1.4393,21.262,133.88,,0.0947,185.1,28.34,24.65,1.64,0.904
Q0900601,糕餅點心類,蜂蜜蛋糕(起司),"前處理描述:混合均勻打碎(雞蛋,麵粉,起司,植物油,香料,膨鬆劑,乳化劑等)",,,352.2688,350.9358,33.77,7.428,18.122,5.653,39.8647,0.6665,21.285,169.94,,0.0583,111.49,30.58,11.13,1.11,0.788
Q0900701,糕餅點心類,黑森林蛋糕,前處理描述:混合均勻打碎,巧克力鮮奶油蛋糕,0.0,276.7245,273.5925,52.303,4.173,17.7881,11.083,24.9849,1.566,17.734,76.29,0.223,0.0,211.85,31.72,24.96,2.33,0.56
Q1000101,糕餅點心類,土司,"前處理描述:混合均勻打碎(麵粉,乳粉,糖,鹽,油脂,酵母,乳化劑等)",,,288.9169,282.9013,34.175,9.532,6.2709,3.1296,48.5877,3.0078,4.514,443.4745,,0.0677,101.4485,22.7946,27.5669,1.397,0.7635
Q1000201,糕餅點心類,土司(含全穀粉),"前處理描述:混合均勻打碎(麵粉,乳粉,糖,鹽,油脂,麩皮,酵母,小麥胚芽等)",,,291.6309,283.2851,33.3,9.981,6.1193,2.9442,49.1583,4.1729,6.67,354.922,,0.1092,137.197,18.3046,45.7106,1.3045,1.3585
Q1000301,糕餅點心類,紅豆土司,"前處理描述:混合均勻打碎(土司,紅豆等)",,,319.3358,313.2686,31.902,9.162,10.189,5.879,47.7467,3.0336,13.619,289.903,0.4135,0.0,171.88,51.558,29.21,1.65,1.112
Q1000401,糕餅點心類,奶酥麵包,前處理描述:混合均勻打碎,,,376.655,374.455,24.3,9.1,15.651,9.1787,49.849,1.1,15.89,215.0,,0.025,105.0,30.0,21.0,0.6,0.6
Q1000501,糕餅點心類,肉鬆麵包,前處理描述:混合均勻打碎,,,428.9362,422.831,19.982,8.108,22.9082,5.8249,47.5826,3.0526,12.746,416.622,,0.037,103.133,37.368,24.94,1.445,1.059
Q1000601,糕餅點心類,蜜糖甜甜圈(波/摩堤),前處理描述:混合均勻打碎,波(摩)堤,,396.2922,394.7998,25.747,1.953,20.6722,9.4302,50.6076,0.7462,15.313,389.339,,0.006,60.827,40.241,4.822,0.424,0.342
Q1000701,糕餅點心類,糖粒甜甜圈(油炸),前處理描述:混合均勻打碎,,,400.9975,397.0629,23.725,5.311,19.8339,7.1928,50.3121,1.9673,13.379,264.988,,0.045,105.76,40.813,21.666,0.769,0.774
Q1000801,糕餅點心類,菠蘿麵包,前處理描述:混合均勻打碎,,,377.921,376.121,22.5,9.2,15.0242,8.7275,51.4758,0.9,11.828,204.0,,0.047,197.0,97.0,26.0,0.7,0.7
Q1000901,糕餅點心類,葡萄乾奶酥麵包,"前處理描述:混合均勻打碎(含葡萄乾,奶酥,杏仁片等)",,0.0,306.0605,299.4493,32.067,8.359,7.8793,3.0403,50.4277,3.3056,15.577,250.6,0.2363,0.0,189.66,96.07,23.94,0.77,0.73
Q1001001,糕餅點心類,漢堡包,"前處理描述:混合均勻打碎(麵粉,糖,奶油,酵母,鹽,奶粉,酥油,蛋,白芝麻等)",,,321.9346,315.9068,27.372,9.079,7.3538,5.154,54.8586,3.0139,4.885,285.941,,0.068,130.666,35.001,41.679,1.203,1.097
Q1001101,糕餅點心類,餐包,"前處理描述:混合均勻打碎(麵粉,糖,奶油,酵母,鹽,鮮奶,植物油,蛋等)",,,365.2053,361.2177,26.32,7.185,14.9349,7.5118,50.5128,1.9938,12.173,205.532,,0.039,136.241,58.984,27.674,0.956,0.799
Q1001201,糕餅點心類,雙胞胎麵包,前處理描述:混合均勻打碎,,0.0,341.1959,339.9757,23.89,8.384,7.7111,1.3785,59.565,0.6101,15.84,34.85,0.3491,0.0,85.75,9.74,21.32,0.92,0.55
Q2100101,糕餅點心類,仙草凍,"前處理描述:混合均勻打碎(仙草,鹼粉,澱粉,水,海藻膠,糖等)",,,19.3462,18.633,95.023,0.936,0.0734,,3.7354,0.3566,3.995,70.826,,0.0,23.706,1.737,1.343,0.17,0.092
Q2100102,糕餅點心類,仙草凍(2020取樣),"前處理描述:混合均勻打碎(仙草原汁,水,糖,樹薯澱粉,碳酸鈉)",,0.0,19.3029,19.1345,95.19,0.312,0.1849,0.0721,4.0977,0.0842,2.649,55.92,0.1786,0.0,31.42,12.18,3.42,0.7,0.19
Q2100201,糕餅點心類,咖啡凍,"前處理描述:混合均勻打碎(水,糖,植物膠,香料,氯化鉀,檸檬酸鈉,乳酸鈣,蒟蒻粉等)",,,74.6934,74.1288,81.457,0.145,0.1886,0.0993,18.104,0.2823,17.677,13.099,,0.02,48.642,5.72,1.073,0.109,0.105
Q2100301,糕餅點心類,果凍,"前處理描述:混合均勻打碎(濃縮果汁,海藻抽出物,糖等)",,,90.9675,90.8513,77.155,,0.1971,0.0,22.2984,0.0581,16.63,30.49,,0.0,129.07,1.96,1.835,0.25,0.065
Q2100401,糕餅點心類,原味愛玉凍,"前處理描述:混合均質(澱粉,愛玉天然膠質等)","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,1.6912,1.0644,99.31,,,,0.4228,0.3134,,12.6,,0.0,167.4,2.58,2.021,0.0,0.0
Q2100501,糕餅點心類,檸檬愛玉凍,"前處理描述:混合均質(砂糖,檸檬汁等)","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,52.5044,52.4936,86.54,,,,13.1261,0.0054,,28.38,,0.0,105.24,2.47,0.573,0.0,0.0
Q2100601,糕餅點心類,粉粿,前處理描述:混合均勻打碎,,0.0,65.0955,63.5015,84.151,0.016,0.1171,0.0377,15.5468,0.7519,0.0,30.44,0.0167,0.0,28.65,8.98,0.94,0.0,0.0
Q2102101,糕餅點心類,鮮奶布丁,"前處理描述:混合均勻均質(生乳,鮮奶油,奶粉,糖,香料,乳化劑,植物膠等)",白布丁,,110.1072,110.1072,78.2077,2.981,5.0824,3.3329,13.1104,,17.909,54.0663,,0.061,140.9073,81.4619,9.4359,0.0,0.36
Q2102201,糕餅點心類,烤布丁,"前處理描述:混合均勻均質(雞蛋,牛乳,糖等)",,,138.1844,138.1844,73.74,4.73,7.1268,4.1591,13.7808,,13.322,63.31,,0.09,135.34,118.16,11.36,0.38,0.62
Q2102301,糕餅點心類,黃布丁,"前處理描述:混合均勻均質(乳品,雞蛋萃取物,植物油,糖漿等)",雞蛋布丁,,109.7895,109.7895,76.3,2.3,3.4779,2.4007,17.3221,,16.966,66.0,,0.015,117.0,57.0,8.0,0.1,0.3
Q2104101,糕餅點心類,豆花(花生),"前處理描述:混合均勻打碎(黃豆 ,花生醬等)",,,60.0585,58.5071,85.88,2.03,0.9157,0.1945,10.9243,0.7757,12.82,8.21,,0.0183,68.72,6.42,12.06,0.68,0.21
Q2104201,糕餅點心類,傳統豆花(未加糖),前處理描述:混合均勻均質,,0.0,38.5209,37.3633,91.414,3.166,1.9197,0.3111,2.1449,0.5788,0.501,21.52,0.1463,0.0,123.01,300.01,24.18,0.7,0.0
Q2106101,糕餅點心類,羊羹,前處理描述:混合均勻打碎,,,288.6515,282.4515,28.4,3.0,0.6903,0.1972,67.6097,3.1,46.521,38.0,,0.015,44.0,15.0,12.0,1.7,1.1
Q2200101,糕餅點心類,巧克力冰淇淋,"前處理描述:混合均質(牛奶,可可粉等)",,,191.844,191.844,64.2,4.2,10.6088,9.5733,19.8912,,16.771,80.0,,0.01,288.0,68.0,26.0,1.7,0.6
Q2200201,糕餅點心類,香草冰淇淋,前處理描述:混合均質,,,182.085,182.085,65.0,2.5,9.057,7.9355,22.643,,16.08,102.0,,0.016,233.0,66.0,14.0,0.1,0.4
Q2200301,糕餅點心類,紅豆牛奶冰棒,前處理描述:混合均勻均質,,0.0,154.9059,151.6009,66.736,3.458,4.8719,3.9834,24.3067,1.6525,15.727,24.96,0.1109,0.0,168.48,71.79,14.61,0.42,0.53
Q2300101,糕餅點心類,花生仁湯,"樣品狀態:罐裝(花生仁,蔗糖等); 前處理描述:混合均勻打碎",,,108.375,105.275,78.995,2.84,5.143,1.027,12.682,1.55,8.923,50.58,,0.0774,42.5,16.33,20.43,0.27,0.39
Q4100101,糕餅點心類,方塊酥,前處理描述:混合均勻打碎,"恩典酥,方塊酥",,509.467,507.667,2.3,7.1,24.0534,10.5275,66.1466,0.9,13.974,4.0,,0.055,98.0,13.0,18.0,1.0,0.5
Q4100201,糕餅點心類,夾心餅乾(草莓),前處理描述:混合均勻打碎,,,516.895,514.295,4.0,4.8,27.379,15.8932,62.821,1.3,25.051,303.0,,0.062,112.0,25.0,16.0,1.4,0.5
Q4100301,糕餅點心類,捲心酥,前處理描述:混合均勻打碎,,0.0,490.1546,487.12,1.223,6.072,19.8978,10.6485,71.6966,1.5173,39.397,73.16,0.432,0.0,293.84,83.49,37.37,2.09,0.68
Q4100401,糕餅點心類,蛋捲(芝麻),前處理描述:混合均勻打碎(麵粉.雞蛋.芝麻等),,,548.8385,546.6385,3.4,6.8,33.2877,16.5342,55.5123,1.1,28.966,225.0,,0.073,114.0,34.0,16.0,1.3,0.6
Q4100501,糕餅點心類,煎餅,"前處理描述:混合均勻打碎(麵粉,糖,奶油,奶粉,蛋,植物油,大豆卵磷脂,維生素等E)",,,443.608,435.3208,2.875,6.292,11.6872,6.5666,78.3138,4.1436,34.477,162.108,,0.01,156.891,55.526,19.765,0.698,0.629
Q4100601,糕餅點心類,營養口糧,"前處理描述:混合均勻打碎(麵粉,植物油,巧克力粉,奶油,蛋,糖,鹽,碳酸鈣,維生素B1等)",,,424.2495,418.7833,3.68,6.759,8.7283,5.0492,79.6647,2.7331,18.337,333.419,,0.035,133.566,94.356,25.304,0.925,0.753
Q4100701,糕餅點心類,蘇打餅乾(蔬菜),"前處理描述:混合均勻打碎(麵粉,植物油,鮮奶油,豬油,青蔥,麥芽萃取物,鹽,酵母等)",,,511.9169,506.3191,1.7,7.843,24.7453,10.6538,64.4593,2.7989,1.433,388.426,,0.071,140.92,20.379,25.251,1.229,0.711
Q4200101,糕餅點心類,玉米餅乾(原味),前處理描述:混合均勻打碎,,0.0,504.3009,493.8009,2.485,7.58,24.3085,3.0827,63.8011,5.25,0.877,314.34,0.4182,0.2626,268.88,105.92,84.37,1.86,1.77
Q4200201,糕餅點心類,洋芋片,前處理描述:混合均勻打碎,,,552.922,548.522,1.9,5.2,34.3444,12.8453,55.7556,2.2,1.885,383.0,,0.543,817.0,17.0,57.0,1.7,0.5
Q4200301,糕餅點心類,魚酥,前處理描述:混合均勻打碎,,,563.776,563.576,1.7,8.3,36.5952,11.6082,50.3048,0.1,6.491,695.0,,0.245,150.0,275.0,18.0,2.7,0.4
Q4200401,糕餅點心類,零食泡麵,前處理描述:混合均勻打碎,,0.0,483.8075,476.8805,1.132,11.259,21.5191,10.0688,61.2749,3.4635,2.571,1872.15,0.5055,0.0,123.56,24.57,29.05,0.86,0.68
Q4300101,糕餅點心類,雪餅,"前處理描述:混合均勻打碎(米,植物油,糖,調味料,澱粉,明膠,鮮奶油,脫脂奶粉等)",,,486.6134,484.668,1.399,5.752,19.379,6.9313,72.2986,0.9727,19.35,385.104,,0.014,28.889,13.679,9.847,0.666,0.813
Q4900101,糕餅點心類,沙其馬,"前處理描述:混合均勻打碎(麵粉,麥芽,糖,棕櫚油,鹽,奶粉,蛋,芝麻,葡萄乾等)",,,486.9627,483.7221,8.633,5.605,24.8395,11.5981,60.2468,1.6203,22.784,127.724,,0.018,102.787,45.595,32.832,1.111,0.559
Q6100101,糕餅點心類,牛奶巧克力,"前處理描述:混合均勻打碎(可可粉,奶粉等)",,,546.4649,546.4649,1.6,9.36,32.5741,21.4547,53.9645,,51.858,100.62,,0.1014,757.16,250.02,79.376,3.27,1.47
Q6100201,糕餅點心類,花生牛奶巧克力,"前處理描述:混合均勻打碎(麥芽糖,花生,奶粉,植物油,可可粉等)",,,488.6624,485.5046,5.162,13.02,23.238,9.8841,56.8601,1.5789,24.722,49.93,,0.181,460.4,198.98,83.085,1.1,1.575
Q6100301,糕餅點心類,榛果牛奶巧克力,"前處理描述:混合均勻打碎(牛奶,巧克力,榛果仁,蔬菜油,麵粉等)",,,589.9411,581.0485,1.429,8.98,40.4255,15.081,47.5479,4.4463,34.84,45.47,,0.2241,485.77,9.62,99.51,2.26,1.3
Q6100401,糕餅點心類,糖衣牛奶巧克力,"前處理描述:混合均勻打碎(牛奶,巧克力,糖,玉米澱粉,阿拉伯膠等)",,,481.1712,479.1654,1.669,4.81,18.6092,11.9702,73.6121,1.0029,63.287,61.46,,0.0904,288.61,96.92,57.411,0.25,0.665
Q6100501,糕餅點心類,白巧克力風味糖,"前處理描述:混合均勻打碎(植物油,全脂奶粉,大豆磷脂等)",,,561.8931,561.8931,1.11,8.635,34.6927,23.4653,53.7797,,49.455,108.67,,0.46,403.94,197.94,26.025,0.3,0.77
Q6100601,糕餅點心類,黑巧克力(85%),"前處理描述:混合均勻打碎(可可漿,可可脂,可可粉,糖,乳化劑,香料等)",,,613.1219,584.6289,1.281,10.862,46.1183,29.8307,38.6523,14.2465,10.736,5.137,,0.314,1023.727,86.336,285.82,10.561,4.014
Q6200101,糕餅點心類,白芝麻糖,"前處理描述:混合均勻打碎(白芝麻,麥芽飴等)",,,520.9572,511.8976,1.25,8.401,26.2,4.0439,62.8883,4.5298,,4.0,,0.2161,200.98,10.85,171.506,3.28,2.76
Q6200201,糕餅點心類,黑芝麻糖,"前處理描述:混合均勻打碎(黑芝麻,花生等)",,,535.6884,516.095,1.15,8.532,30.3888,4.9427,57.0153,9.7967,17.754,49.8,,0.3766,334.48,627.11,211.295,6.76,2.3
Q6200301,糕餅點心類,花生糖,"前處理描述:混合均勻打碎(花生,砂糖,麥芽糖等)",,,562.3645,556.3645,1.67,17.9,35.3009,8.3009,43.2641,3.0,19.512,182.67,,0.3837,421.28,11.83,133.705,2.05,2.56
Q6200401,糕餅點心類,花生貢糖,"前處理描述:混合均勻打碎(糖,麥芽,花生等)",,,511.1667,503.9425,3.5,13.53,26.3443,5.3787,54.987,3.6121,18.212,118.44,,0.3303,411.59,8.33,120.423,5.66,2.84
Q6200501,糕餅點心類,牛軋糖,"前處理描述:混合均勻打碎(果糖,花生仁,奶粉,奶油等)",,,477.0257,470.4247,6.04,9.678,21.6889,6.0793,60.7784,3.3005,22.781,316.16,,0.1307,295.97,26.05,87.96,0.76,1.064
Q6200601,糕餅點心類,核棗糕,"前處理描述:混合均勻打碎(麥芽,核桃仁,粟米,蜜棗等)",,,425.4256,422.4442,11.24,2.478,14.58,2.4899,71.0734,1.4907,,46.55,,0.0995,94.11,9.07,41.88,0.97,0.651
Q6300101,糕餅點心類,水果軟糖,"前處理描述:混合均勻打碎(糖,香料,動物膠,蘋果酸,色素等)",,,411.2392,411.2392,7.565,1.25,8.4308,6.7616,82.5905,,58.138,4.23,,0.0,1.69,4.1,1.53,0.0,0.0
Q6300201,糕餅點心類,水果QQ軟糖,"前處理描述:混合均勻打碎(砂糖,葡萄原汁,麥芽糖等)",,,342.6326,342.4042,14.454,6.83,0.229,0.2094,78.3129,0.1142,52.361,27.542,,0.0958,37.29,4.89,10.11,0.0,0.064
Q6310101,糕餅點心類,牛奶軟糖,"前處理描述:混合均勻打碎(糖,煉乳,奶粉,奶油,植物性油,卵磷脂,動物膠等)",,,423.7636,423.7636,7.284,2.85,11.13,8.6142,78.0484,,13.993,100.885,,0.0823,85.96,56.74,8.6845,0.0,0.176
Q6310201,糕餅點心類,巧克力牛奶軟糖,"前處理描述:混合均勻打碎(糖,煉乳,可可粉,奶粉,奶油,動物膠等)",,,422.1566,422.1566,7.64,3.395,11.315,8.0215,76.6854,,,119.225,,0.1338,190.54,51.09,29.921,1.01,0.2745
Q6400101,糕餅點心類,太妃糖,"前處理描述:混合均勻打碎(牛奶,糖等)",,,438.3064,438.3064,6.77,2.67,13.9,10.4788,75.6316,,,211.28,,0.1731,123.92,28.77,11.558,0.68,0.39
Q6400201,糕餅點心類,蓮藕糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,葡萄糖,蜂蜜等)",,,395.3968,394.9838,1.37,0.2,0.39,0.093,97.7717,0.2065,,43.14,,0.036,29.52,12.06,5.792,0.0,0.0
Q6400301,糕餅點心類,枇杷糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,葡萄糖,果糖等)",,,393.72,393.72,1.47,0.2,0.11,,97.9825,0.0,,14.3,,0.051,29.46,3.85,8.729,0.0,0.05
Q6400401,糕餅點心類,苦茶糖,"前處理描述:混合均勻打碎(青草,蜂蜜等)",,,396.4028,396.4028,0.94,0.07,0.24,0.184,98.4907,0.0,,6.59,,0.0,2.16,0.0,3.269,0.19,0.0
Q6400501,糕餅點心類,薑糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,生薑等)",,,359.4052,357.1454,12.72,0.33,2.46,1.1368,83.9863,1.1299,,93.14,,0.0,94.75,0.7,9.968,0.81,0.34
Q6400601,糕餅點心類,巧克力夾心糖,"前處理描述:混合均勻打碎(水飴,奶粉,可可粉,可可脂,維生素C等)",,,402.5916,402.5916,2.636,0.73,2.77,2.555,93.6854,,,21.23,,0.0,61.63,10.24,6.807,0.0,0.086
Q6800101,糕餅點心類,維生素C口含錠(檸檬),"前處理描述:混合均勻打碎(天然檸檬汁,維生素C,糖,檸檬酸等)",,,398.6788,398.6788,0.686,0.16,0.55,,98.2722,,,8.78,,0.0,2.61,2.1,37.686,0.0,0.055
Q6800201,糕餅點心類,酵母菌咀嚼錠,"前處理描述:混合均勻打碎(酵母粉,玉米粉,大麥粉,奶粉,芝麻等)",,,390.598,371.57,4.13,23.59,5.62,1.5853,61.4145,9.514,,185.59,,1.229,1528.6,7.95,163.494,10.28,2.639
Q6900101,糕餅點心類,乳酸球,"前處理描述:混合均勻打碎(乳糖,奶粉,砂糖,植物油等)",,,474.4196,451.1366,7.27,3.76,21.65,20.9444,66.1324,11.6415,,34.57,,0.191,370.44,137.48,19.742,0.46,0.39
Q6900201,糕餅點心類,羊乳片,前處理描述:混合均勻打碎(生羊乳等),,,410.0185,410.0185,4.3,23.4,10.0037,6.7334,56.5963,,47.531,319.0,,0.311,1150.0,860.0,181.0,0.9,3.1
Q6900301,糕餅點心類,紅豆球,"前處理描述:混合均勻打碎(紅豆,麥芽,砂糖等)",,,350.7804,338.2414,12.68,7.07,0.97,,78.4426,6.2695,,12.82,,0.3322,354.34,12.81,39.783,3.09,1.26
Q6900401,糕餅點心類,綠豆球,"前處理描述:混合均勻打碎(綠豆,麥芽,砂糖等)",,,345.8768,332.79,13.94,6.19,1.06,,77.8942,6.5434,,16.01,,0.6415,344.93,13.55,48.202,3.2,0.92
Q6900501,糕餅點心類,棉花糖,"前處理描述:混合均勻打碎(砂糖,澱粉,玉米糖漿等)",,,331.3038,331.3038,17.46,3.22,0.3038,0.156,78.9224,0.0,61.712,16.44,,0.002,2.67,1.18,0.773,0.0,0.0
Q8100101,糕餅點心類,甘薯蜜餞,樣品狀態:糖漬; 前處理描述:混合均勻打碎,,,346.8,338.52,13.0,0.92,0.64,,84.34,4.14,,163.0,,0.0132,160.0,67.0,18.0,0.83,0.15
Q8100201,糕餅點心類,芒果青,樣品狀態:糖漬; 前處理描述:混合均勻打碎,,,222.95,217.15,44.15,0.58,0.422,0.1827,54.208,2.9,22.261,149.0,,0.0522,53.0,47.0,62.0,1.38,0.0
Q8100401,糕餅點心類,芭樂果乾,"樣品狀態:果乾(芭樂,糖,鹽); 前處理描述:混合均勻打碎",,0.0,346.9408,329.2384,12.515,1.132,0.2,0.1262,85.1532,8.8512,59.044,368.45,0.1064,0.0,110.02,48.92,5.87,3.83,0.0
Q8100501,糕餅點心類,鳳梨果乾,"樣品狀態:果乾(鳳梨,糖,鹽); 前處理描述:混合均勻打碎",,0.0,348.4936,341.7112,12.191,1.954,0.25,0.1338,84.6069,3.3912,46.286,181.99,0.8825,0.0603,262.14,20.68,25.74,0.0,0.0
Q8100601,糕餅點心類,檸檬果乾,"樣品狀態:果乾(檸檬,糖,鹽); 前處理描述:混合均勻打碎",,0.0,343.6312,327.2012,12.697,0.832,0.21,0.0505,84.6033,8.215,57.367,292.24,0.0686,0.0,16.81,96.02,8.65,1.25,0.0
