id,category,name,desc,alias,waste,kcal,kcal_adj,water,protein,fat,satfat,carb,fiber,sugar,sodium,vitA,vitC,potassium,calcium,magnesium,iron,zinc
A0100101,穀物類,大麥仁,"樣品狀態:生,已去殼; 前處理描述:混合均勻磨碎","小薏仁,洋薏仁,珍珠薏仁",0.0,364.6228,346.6895,11.6693,8.5578,1.5935,0.4673,77.1418,8.4591,0.425,12.6115,0.8079,0.1827,249.1658,25.88,54.4337,1.7745,1.228
A0110101,穀物類,大麥片,樣品狀態:生; 前處理描述:混合均勻打碎,,,364.6155,351.8982,12.09,8.636,1.79,0.4558,76.6666,5.9987,,7.185,,0.1826,245.965,12.665,55.185,2.245,0.826
A0120101,穀物類,大麥仁粉,樣品狀態:烘烤過; 前處理描述:混合均勻,"小薏仁粉,洋薏仁粉,珍珠薏仁粉",,388.8475,373.5733,5.733,7.118,1.3142,0.3678,84.9554,7.2048,0.0,9.83,,0.229,307.271,25.2358,49.8125,1.145,1.333
A0200101,穀物類,小米,"樣品狀態:生,已去殼; 前處理描述:混合均勻磨碎",,,370.1938,365.4819,12.26,11.3135,3.655,0.4416,71.6907,2.2226,,1.0,,0.3249,201.92,4.795,107.75,2.89,2.2825
A0200201,穀物類,糯小米,樣品狀態:生; 前處理描述:混合均勻磨碎,,,360.1972,357.167,12.864,12.465,1.5164,0.2565,72.5162,1.4293,0.0,1.206,,0.1932,142.4715,8.598,47.8325,2.2355,2.0345
A0300101,穀物類,小麥,"樣品狀態:生,已去殼; 前處理描述:混合均勻磨碎",,,361.6418,337.7443,12.63,14.118,2.565,0.4667,69.1678,11.2724,,1.37,,0.2655,364.35,18.875,137.285,3.39,2.998
A0310101,穀物類,小麥胚芽,樣品狀態:生; 前處理描述:混合均勻打碎,,,417.0033,395.8457,4.23,31.362,11.585,1.7347,47.9154,9.98,,3.115,,1.4018,986.125,44.98,333.04,6.005,14.946
A0320101,穀物類,去筋麵粉,前處理描述:混合均勻,澄粉,,354.9493,353.9987,13.643,0.181,0.1165,0.0,85.7443,0.4484,0.0,28.606,,0.023,9.027,6.5847,2.3713,0.0,0.0
A0320202,穀物類,低筋麵粉,前處理描述:混合均勻,,,363.6075,359.4091,12.045,8.0855,1.175,0.2458,78.1938,1.9804,,1.43,,0.0746,147.535,12.38,26.44,1.19,0.599
A0320301,穀物類,中筋麵粉,前處理描述:混合均勻,,,361.0283,357.1774,12.635,11.4535,1.31,0.2763,74.0972,1.8165,,3.65,,0.0818,124.835,11.67,28.77,0.915,0.6825
A0320404,穀物類,高筋麵粉,前處理描述:混合均勻,,,361.5771,357.5894,12.25,12.945,1.19,0.2538,73.0587,1.881,,0.8,,0.0745,107.835,11.195,33.455,1.165,0.8525
A0320405,穀物類,高筋麵粉(2021年取樣),前處理描述:混合均勻,強力粉,0.0,362.2052,356.9877,12.34,13.805,1.2755,0.4902,72.2213,2.4611,0.333,0.98,0.398,0.0,97.78,14.225,30.11,0.9,0.98
A0320505,穀物類,全麥麵粉,"前處理描述:混合均勻(高筋麵粉,麩皮等)",,,359.2716,342.2919,12.736,12.968,1.706,0.3209,71.429,8.0093,0.3445,1.6383,,0.2427,276.5703,22.712,96.5543,3.3687,2.3437
A0320601,穀物類,雜糧中筋麵粉,"前處理描述:混合均勻(中筋麵粉,全麥麵粉,裸麥,小黑麥,燕麥,玉米,大豆,糙米,小米,亞麻籽等)",,,360.9425,349.5735,11.652,13.113,2.2865,0.6377,71.978,5.6845,0.835,1.906,,0.083,207.31,23.678,52.348,1.769,1.666
A0320702,穀物類,雜糧高筋麵粉,"前處理描述:混合均勻(高筋麵粉,麩皮,葵花籽,燕麥,玉米,大麥,米粉,小米,亞麻籽,蕎麥,香菜籽等)",,,360.2967,349.6557,12.421,14.288,2.7543,0.7869,69.589,5.3205,1.054,2.3,,0.121,218.074,23.947,64.502,1.87,1.695
A0400101,穀物類,白玉米,"樣品狀態:生; 前處理描述:取玉米粒,混合均均打碎",,,65.8248,57.9808,83.8,3.4,0.64,,11.45,3.7,,5.0,,0.078,200.0,5.0,30.0,0.6,0.7
A0400201,穀物類,紫玉米,"樣品狀態:生; 前處理描述:取玉米粒,混合均勻打碎",,47.2,167.894,157.4456,59.444,4.461,1.032,0.286,34.4208,4.9285,,0.9235,,0.34,252.8611,5.3667,10.1837,0.9722,1.0202
A0400301,穀物類,甜玉米,"樣品狀態:生; 前處理描述:取玉米粒,混合均勻打碎","玉米,黃玉米",38.7,106.9033,96.9226,75.7316,3.25,2.4772,0.7305,17.8305,4.7079,6.954,1.8639,,0.2025,268.7839,3.2496,33.6983,0.5378,0.6334
A0400401,穀物類,雙色水果玉米,"樣品狀態:生(黃白雙色品種); 前處理描述:取玉米粒,混合均勻打碎","玉米,黃玉米",39.1,105.403,96.8607,76.243,3.104,2.5503,0.7307,17.4564,4.0294,7.795,0.212,,0.44,238.702,2.598,32.906,0.697,0.733
A0400501,穀物類,糯玉米,"樣品狀態:生,每根均混有紫皮與黃皮(已去部分外葉); 前處理描述:取玉米粒混合均勻打碎",,32.2,172.1804,164.7881,59.066,4.727,1.898,0.5357,33.4494,3.4869,1.0849,1.17,,0.276,272.717,6.035,49.521,0.867,0.773
A0400601,穀物類,冷凍玉米粒,樣品狀態:冷凍製品; 前處理描述:混合均勻打碎,,,173.5786,167.0066,65.6,3.1,8.2,,22.53,3.1,,8.0,,0.0364,210.0,3.0,24.0,0.58,0.48
A0410101,穀物類,乾玉米粒,樣品狀態:乾貨; 前處理描述:混合均勻磨碎,,,373.0182,345.8602,11.9235,10.8765,3.9421,0.6193,72.2077,12.8104,0.504,0.744,,0.7046,258.931,6.4135,125.6065,2.4275,2.6335
A0410201,穀物類,玉米胚芽,樣品狀態:生; 前處理描述:混合均勻打碎,"玉米仁,珍珠米",,365.8851,353.8919,11.48,7.035,0.8954,0.1276,80.3116,5.6572,0.0,1.3895,,0.1852,93.834,2.679,17.0766,0.759,0.4805
A0420101,穀物類,玉米粉,前處理描述:混合均勻,,,368.578,368.176,10.87,0.323,0.4163,0.0752,88.3084,0.1896,0.0,13.778,,0.0215,4.272,2.4444,3.2564,0.2435,0.031
A05001,穀物類,秈米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,"在來米,長米",,356.5641,355.3957,13.4388,7.823,0.8554,0.3541,77.3827,0.5512,0.0,1.8395,,0.032,99.3163,4.8678,29.332,0.2638,1.3153
A0500101,穀物類,秈米(台中在來2號),"樣品狀態:生,白秈米; 前處理描述:混合均勻磨碎","在來米,長米",,354.788,353.728,13.9,8.2,1.0,,76.3,0.5,,2.0,,0.019,114.0,5.0,40.0,0.3,1.3
A0500102,穀物類,秈米(台中秈10號),"樣品狀態:生,白秈米; 前處理描述:混合均勻磨碎","在來米,長米",,358.3403,357.0634,12.9775,7.446,0.7108,0.2943,78.4653,0.6023,0.0,1.679,,0.045,84.6325,4.7355,18.664,0.2275,1.3305
A0500103,穀物類,秈米(台中秈10號)(2024年取樣),"樣品狀態:生,白秈米; 前處理描述:混合均勻磨碎","在來米,長米",0.0,357.3916,355.8069,12.99,6.114,0.56,0.2207,79.8055,0.7475,0.149,0.0,0.6401,0.08,133.47,5.58,39.77,0.39,1.85
A05002,穀物類,稉米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,"蓬萊米,圓米",,353.9518,352.4847,14.082,7.0319,0.6964,0.2078,77.8224,0.692,0.0868,2.0019,,0.08,79.2727,5.1087,20.1661,0.3879,1.4818
A0500201,穀物類,稉米(台中189號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,355.6145,354.8937,13.54,7.5,0.56,0.1211,78.0588,0.34,,2.76,,0.0537,84.7,5.32,12.01,0.7,1.46
A0500202,穀物類,稉米(台南11號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,348.3469,346.7403,15.386,6.741,0.4819,0.1903,77.1738,0.7578,0.0,2.107,,0.063,70.702,4.214,13.363,0.214,1.1
A0500203,穀物類,稉米(台稉2號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,356.7255,355.4993,13.2077,7.205,0.5069,0.1437,78.7163,0.5784,0.0,2.3843,,0.0946,65.2483,5.0863,17.9057,0.43,1.146
A0500204,穀物類,稉米(台稉8號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,355.2428,354.2366,13.502,6.928,0.4024,0.1236,78.8316,0.4746,0.0,1.5755,,0.0995,63.562,4.397,15.861,0.352,1.6345
A0500205,穀物類,稉米(台稉9號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,353.2311,352.0274,14.3045,6.58,0.6335,0.1926,78.2041,0.5678,0.0,1.94,,0.122,70.8395,5.1885,18.3915,0.193,1.5155
A0500206,穀物類,稉米(台農71號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米,益全香米",,356.6444,354.7453,13.3133,7.9183,0.6393,0.2215,77.7507,0.8958,0.0633,1.6953,,0.0503,64.6543,4.7233,12.6677,0.289,1.352
A0500207,穀物類,稉米(高雄139號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,357.2448,354.5092,13.6828,6.1225,1.1844,0.302,78.4933,1.2904,0.4245,2.2,,0.0865,116.5583,6.1535,42.2165,1.0093,1.8088
A0500208,穀物類,稉米(高雄142號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,352.516,352.092,14.3,7.0,0.6,,77.7,0.2,,4.0,,0.023,74.0,6.0,19.0,0.2,1.4
A0500209,穀物類,稉米(高雄145號),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎",,,364.4454,362.4282,11.819,6.768,0.9792,0.3388,80.0453,0.9515,0.207,0.566,,0.096,92.777,5.162,29.456,0.346,1.579
A0500210,穀物類,稉米(高雄139號)(2021年取樣),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",0.0,352.2554,350.5867,14.406,5.666,0.4619,0.1802,79.1833,0.7871,0.129,0.71,1.0228,0.0,53.41,3.21,17.01,0.0,1.53
A0500301,穀物類,越光米,"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,339.5073,337.6754,17.765,7.556,0.9765,0.2263,73.25,0.8641,0.0,0.7905,,0.1115,89.6855,4.8421,20.7896,0.1455,1.822
A0500302,穀物類,越光米(台南16號)(2024年取樣),"樣品狀態:生,白稉米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",0.0,355.8933,354.0067,13.27,6.948,0.33,0.1444,79.1176,0.8899,0.116,1.37,0.6055,0.07,94.34,4.82,20.14,0.37,1.59
A0500401,穀物類,秈型糯米(台中糯70號),樣品狀態:生; 前處理描述:混合均勻磨碎,長糯米,,361.3604,360.4693,12.355,7.8625,0.89,0.2399,78.439,0.4203,,1.31,,0.0865,94.87,5.08,31.335,0.15,1.015
A05005,穀物類,稉型糯米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,圓糯米,,358.1558,356.6718,13.142,8.29,0.81,0.2292,77.418,0.7,,3.11,,0.0736,105.85,6.66,25.02,0.415,0.88
A0500501,穀物類,稉型糯米,樣品狀態:生; 前處理描述:混合均勻磨碎,圓糯米,,358.6265,357.1425,12.784,8.38,0.52,0.1471,78.036,0.7,,2.22,,0.1321,118.7,6.32,23.04,0.43,0.86
A0500502,穀物類,稉型糯米(台稉糯1號),樣品狀態:生; 前處理描述:混合均勻磨碎,圓糯米,,357.685,356.201,13.5,8.2,1.1,,76.8,0.7,,4.0,,0.015,93.0,7.0,27.0,0.4,0.9
A0500601,穀物類,野生紅米,"樣品狀態:生,野生栽植; 前處理描述:混合均勻磨碎",,,359.713,352.4482,13.695,7.693,2.5955,0.581,74.7352,3.4268,0.2594,8.286,,0.208,252.65,15.025,108.167,0.714,2.87
A0500701,穀物類,紅糯糙米,樣品狀態:生; 前處理描述:混合均勻磨碎,,,361.6964,352.2081,13.133,9.92,2.8463,0.7399,72.5936,4.4756,0.342,0.591,,0.207,329.764,11.7899,133.4491,0.99,3.026
A0500801,穀物類,黑秈糯糙米,樣品狀態:生; 前處理描述:混合均勻磨碎,"黑糯米,紫糯米,紫米,貢米,長生米",,357.4076,350.4265,14.81,10.1235,3.465,0.8627,70.1026,3.293,,2.5,,0.2498,301.85,8.825,121.25,1.555,1.7285
A0500901,穀物類,胚芽秈米(台中秈10號),樣品狀態:生; 前處理描述:混合均勻磨碎,,,363.0183,357.1116,12.3405,8.272,2.0718,0.5477,76.0519,2.7862,0.48,1.608,,0.2825,267.8175,8.7725,119.239,0.9295,2.185
A05010,穀物類,胚芽稉米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,,,361.7421,358.4954,12.669,8.1985,1.5692,0.464,76.833,1.5315,0.1665,1.4755,,0.12,127.955,7.805,53.336,0.5615,1.6165
A0501001,穀物類,胚芽稉米(台稉10號）,樣品狀態:生; 前處理描述:混合均勻磨碎,,,360.3746,356.6107,13.072,7.28,1.6679,0.4918,77.1722,1.7754,0.024,1.039,,0.125,148.912,7.653,60.045,0.606,1.53
A0501002,穀物類,胚芽稉米(台稉9號),樣品狀態:生; 前處理描述:混合均勻磨碎,,,363.1096,360.3801,12.266,9.117,1.4705,0.436,76.4937,1.2875,0.309,1.912,,0.115,106.998,7.957,46.627,0.517,1.703
A05011,穀物類,發芽稉米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,發芽糙米,,354.9414,347.8713,14.8175,7.798,2.3453,0.5447,73.9857,3.335,0.167,3.2655,,0.132,126.2565,29.2195,104.617,0.918,2.098
A0501103,穀物類,發芽稉米(台稉71號),樣品狀態:生; 前處理描述:混合均勻磨碎,"發芽糙米,益全香米發芽米",,356.7383,349.7035,14.828,7.406,2.8031,0.5646,73.8638,3.3183,0.334,3.314,,0.14,167.003,30.75,115.43,0.824,2.254
A0501104,穀物類,發芽稉米(台稉9號）,樣品狀態:生; 前處理描述:混合均勻磨碎,發芽糙米,,353.1446,346.0392,14.807,8.19,1.8875,0.4966,74.1076,3.3516,0.0,3.217,,0.124,85.51,27.689,93.804,1.012,1.942
A0501201,穀物類,糙秈米,樣品狀態:生; 前處理描述:混合均勻磨碎,糙米,,358.7368,351.7616,14.373,7.285,3.2064,0.8013,73.6444,3.2902,0.2851,3.504,,0.225,304.331,13.568,130.973,0.948,2.232
A05013,穀物類,糙稉米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,糙米,,364.2759,354.7295,12.506,7.436,2.3292,0.572,76.6276,4.503,0.45,3.071,,0.144,220.282,12.755,99.672,1.035,1.865
A0501301,穀物類,糙稉米(台稉71號),樣品狀態:生; 前處理描述:混合均勻磨碎,益全香米糙米,,360.3815,352.8875,13.595,8.955,2.6203,0.5232,73.6494,3.5349,0.4907,3.054,,0.126,223.156,8.573,113.952,1.547,2.085
A0501302,穀物類,糙稉米(台稉9號),樣品狀態:生; 前處理描述:混合均勻磨碎,糙米,,364.2759,354.7295,12.506,7.436,2.3292,0.572,76.6276,4.503,0.45,3.071,,0.144,220.282,12.755,99.672,1.035,1.865
A0501401,穀物類,黑秈糙米,"樣品狀態:生,真空袋裝; 前處理描述:混合均勻磨碎",黑米,0.0,363.0816,353.7527,13.65,7.455,3.4538,0.9126,74.035,4.4004,0.755,1.04,1.4953,0.23,273.95,10.24,118.65,1.05,1.76
A0510101,穀物類,加鈣米,"樣品狀態:生,含碳酸鈣之精選稉米; 前處理描述:混合均勻磨碎",,,355.0521,353.6529,13.62,7.37,0.74,0.1562,77.68,0.66,,7.58,,0.0705,83.19,170.07,19.04,0.5,2.097
A0510201,穀物類,高纖米,"樣品狀態:生,高纖稉米; 前處理描述:混合均勻磨碎",高纖蓬萊米,,362.7227,356.7087,12.84,8.276,2.47,0.5086,75.1674,2.8368,,3.15,,0.4659,260.15,3.59,107.46,1.48,1.696
A0510301,穀物類,五穀米,"樣品狀態:生(糙米,薏仁,蕎麥,小米,黑糯米,麥片,紅扁豆,紅薏仁等); 前處理描述:混合均勻磨碎",,,358.2847,347.9681,14.275,8.695,2.8521,0.7562,72.9163,4.8663,0.8654,2.0,,0.202,261.461,19.19,116.829,1.609,1.814
A0510401,穀物類,米胚芽,樣品狀態:生; 前處理描述:混合均勻磨碎,,,390.9448,359.7654,11.433,17.024,12.723,2.9912,52.8858,14.7073,,4.9941,,1.659,1320.608,42.7159,549.9059,7.2245,16.3741
A0520201,穀物類,秈米粉,樣品狀態:水磨在來米粉; 前處理描述:混合均勻,在來米粉,,363.2489,362.1597,11.853,4.157,0.4215,0.0911,83.3658,0.5138,0.0,10.438,,0.1063,14.8265,11.7424,19.614,0.499,0.6305
A0520301,穀物類,糙米粉,前處理描述:混合均勻,,,392.739,385.955,5.9,11.3,3.2,,78.1,3.2,,6.0,,0.227,267.0,11.0,121.0,1.0,1.8
A0520401,穀物類,白糯米粉,樣品狀態:水磨糯米粉; 前處理描述:混合均勻,,,359.895,358.5861,12.587,4.505,0.3825,0.122,82.3007,0.6174,0.0,15.861,,0.0799,32.76,17.5715,17.8255,0.6685,1.1575
A0550601,穀物類,白飯,"樣品狀態:熟,白米加1.1倍的去離子水,用電鍋烹煮; 前處理描述:混合均勻打碎",,,183.1356,181.9696,55.56,3.09,0.25,0.0545,41.01,0.55,,2.03,,0.0568,39.99,1.42,7.19,0.15,0.687
A0600101,穀物類,高梁,樣品狀態:生; 前處理描述:混合均勻磨碎,,,371.8047,360.8068,11.273,11.0165,3.0448,0.6568,73.6032,5.1877,0.0,2.719,,0.1195,231.224,7.314,97.112,2.1665,1.394
A0600201,穀物類,糯高梁,樣品狀態:生; 前處理描述:混合均勻磨碎,,,362.3257,356.921,12.06,10.69,1.04,0.1696,75.6852,2.5494,,0.0,,0.0713,128.93,7.57,26.28,1.3,0.494
A0710101,穀物類,黑麥片,前處理描述:混合均勻打碎,,,359.2458,336.4225,12.469,7.784,1.234,0.2536,77.3014,10.7657,,1.3288,,0.393,356.6026,15.9567,88.6361,3.9819,1.4755
A0800101,穀物類,燕麥,樣品狀態:生; 前處理描述:混合均勻打碎,,,406.0363,387.9344,9.975,10.9165,10.215,1.9075,67.4401,8.5386,,3.905,,0.094,292.655,25.245,108.47,3.775,2.0325
A0810101,穀物類,燕麥片,樣品狀態:快煮即食; 前處理描述:混合均勻打碎,,,393.374,383.41,10.1,12.3,9.7,,64.1,4.7,,3.0,,0.03,329.0,40.0,116.0,2.3,1.8
A0810201,穀物類,即食燕麥片,樣品狀態:沖泡即食; 前處理描述:混合均勻打碎,,,406.2506,383.9426,9.12,11.909,9.5684,1.7234,67.8638,10.5226,0.88,2.996,,0.1391,331.5405,29.9578,124.3281,4.386,2.5475
A0900101,穀物類,蕎麥(甜蕎),樣品狀態:生; 前處理描述:混合均勻磨碎,三角米,,360.8428,353.3719,13.2433,11.037,2.8733,0.5932,71.2715,3.524,,1.8033,,0.419,394.2467,13.145,180.93,2.86,1.8343
A1000101,穀物類,薏仁,樣品狀態:生; 前處理描述:混合均勻磨碎,"薏仁,薏苡仁",,378.4899,374.684,11.5367,14.0733,6.05,0.8633,66.2196,1.7952,,1.8733,,0.0504,250.74,19.1533,159.1087,2.6967,2.99
A1000201,穀物類,糙薏仁,樣品狀態:生; 前處理描述:混合均勻磨碎,紅薏仁,,386.8506,378.87,11.0093,13.702,7.3707,1.1099,65.9182,3.7644,0.4494,1.059,,0.2206,453.4977,10.5577,231.9115,4.435,4.7497
A1020101,穀物類,薏仁粉,前處理描述:混合均勻,,,394.795,388.815,4.67,10.89,3.475,0.5128,79.99,2.99,,10.855,,0.115,185.435,14.14,61.805,2.525,2.23
A1100101,穀物類,紅藜麥,樣品狀態:生; 前處理描述:混合均勻磨碎,,0.0,378.927,361.285,12.206,12.134,6.7366,0.8969,66.7713,8.3217,1.641,2.21,2.0947,0.3534,803.44,31.39,161.49,4.58,2.67
A1100201,穀物類,台灣藜(紅)(帶殼),"樣品狀態:生,帶殼; 前處理描述:混合均勻磨碎","藜,赤藜,紫藜,紅心藜,紅藜,食用藜",0.0,385.5813,346.3547,8.67,14.872,8.45,1.4415,62.3071,18.5031,2.842,1.13,6.7019,0.35,2561.85,251.32,259.64,9.38,3.24
B0100101,澱粉類,淮山,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",,362.8352,351.3007,11.22,5.294,0.34,0.1086,82.3519,5.4408,,10.53,,0.0131,290.95,37.04,30.86,2.52,0.476
B01002,澱粉類,山藥平均值,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",19.2,85.3829,82.6763,78.2907,2.8187,0.1107,0.0502,17.8241,1.2767,0.323,3.9177,0.056,0.1804,533.1434,16.5668,15.4795,0.8005,0.7867
B0100201,澱粉類,山藥(二刺),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",24.6,89.1922,85.8038,77.4,2.732,0.0872,,18.8787,1.5983,,2.1022,,0.194,552.1164,2.79,13.4807,0.6904,0.6473
B0100202,澱粉類,山藥(大汕1號),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",15.0,79.951,77.884,79.641,2.407,0.0749,,16.9691,0.975,,4.0621,,0.127,543.6019,3.4116,10.0094,1.0033,0.5854
B0100203,澱粉類,山藥(大汕3號),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",17.8,72.683,69.8227,81.319,2.649,0.08,,14.965,1.3492,,2.085,,0.146,579.5638,0.8321,10.5759,0.895,0.6548
B0100204,澱粉類,山藥(大刺),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",16.2,84.6262,82.085,78.349,3.523,0.0704,,17.0539,1.1987,,7.674,,0.185,573.3593,8.0483,18.2855,1.1476,1.3284
B0100205,澱粉類,山藥(中國長品),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",15.8,74.1359,73.297,81.016,2.452,0.0926,,15.479,0.3957,,0.8894,,0.233,587.5633,2.624,15.397,0.7655,0.7909
B0100206,澱粉類,山藥(台農1號),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",13.1,93.3841,90.8409,76.519,2.595,0.1302,,19.9388,1.1996,,0.8051,,0.238,427.0139,4.6627,12.05,0.7247,0.706
B0100207,澱粉類,山藥(台農2號),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",17.0,94.8985,93.6672,75.619,3.207,0.0594,,19.8694,0.5808,,14.2629,,0.213,609.2905,11.5164,19.2409,0.9511,1.5016
B0100208,澱粉類,山藥(白皮削),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",32.8,75.0452,72.0638,80.774,2.465,0.0883,,15.6961,1.4063,,2.4332,,0.244,592.1531,0.6371,12.3295,0.8333,0.6531
B0100209,澱粉類,山藥(尖石原生種),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",16.0,64.6657,61.9702,83.315,3.14,0.1494,,12.4121,1.2715,,2.8681,,0.188,591.2268,1.6048,16.9977,0.5522,0.8143
B0100210,澱粉類,山藥(宜蘭原生種),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",25.4,140.1744,135.4035,64.818,4.796,0.1859,,29.0937,2.2504,,3.7645,,0.169,584.5428,19.4765,27.8938,0.7439,0.8781
B0100211,澱粉類,山藥(花蓮3號),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",21.3,93.3366,90.2658,76.506,1.693,0.0892,,20.8666,1.4485,,5.62,,0.192,437.1013,15.8089,16.597,0.9814,0.9158
B0100212,澱粉類,山藥(青森),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",19.0,93.6043,89.2115,76.293,2.607,0.1832,,19.8732,2.0721,,3.6179,,0.212,566.4265,14.2466,15.0341,0.7199,0.3697
B0100213,澱粉類,山藥(高田),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",23.0,71.0372,68.6093,81.854,3.116,0.1381,,14.0043,1.1452,,3.5835,,0.185,524.108,0.6361,10.3708,0.7787,0.5982
B0100214,澱粉類,山藥(白肉),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎",日本山藥,12.4,68.626,66.5431,82.647,2.08,0.1207,0.0548,14.4376,0.9825,0.323,1.08,0.056,0.0,295.94,145.64,18.45,0.42,0.57
B0200301,澱粉類,紫山藥,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","山薯,田薯,薯蕷,長薯,血薯;淮山(加工後)",17.4,92.3211,90.0207,76.489,2.821,0.0766,,19.5752,1.0851,,2.8287,,0.189,570.4779,2.1426,12.249,0.6505,1.1195
B0320101,澱粉類,木薯粉,樣品狀態:樹薯澱粉; 前處理描述:混合均勻,樹薯粉,,361.6688,361.3008,12.1715,0.076,0.1924,0.0,87.3207,0.1736,0.0,0.783,,0.012,26.55,31.9661,3.224,0.2645,0.021
B0400101,澱粉類,白皮甘藷,"樣品狀態:生,白皮白肉; 前處理描述:去皮,混合均勻打碎","甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯",7.3,119.2089,113.1658,69.955,1.283,0.1199,,27.473,2.8505,2.527,72.992,,0.161,396.9,16.802,20.633,0.282,0.0
B0400201,澱粉類,菱角牛奶甘藷,"樣品狀態:生,白皮白肉; 前處理描述:去皮,混合均勻打碎","甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯",12.6,133.1638,129.7027,66.878,1.86,0.3302,0.2047,29.8853,1.6326,4.756,85.258,,0.173,354.369,16.85,21.347,0.63,0.205
B0400301,澱粉類,芋心甘藷,"樣品狀態:生,芋心種; 前處理描述:去皮,混合均勻打碎","甘薯,番薯,甜薯,地瓜,田薯,土薯,紅薯,紫心甘薯,芋頭(仔)番薯",14.5,122.3155,116.2921,69.443,1.055,0.1138,,28.4558,2.8412,4.3256,87.0161,,0.115,271.778,32.5186,22.4563,1.1242,0.3033
B0400401,澱粉類,紅肉甘藷,"樣品狀態:生,紅皮紅肉; 前處理描述:去皮,混合均勻打碎","甘薯,番薯,甜薯,地瓜,田薯,土薯",12.2,113.7181,108.6204,71.723,1.7783,0.248,0.1716,25.41,2.4046,5.096,41.7861,,0.1237,300.2276,25.2106,22.9839,0.4872,0.1916
B0400501,澱粉類,金時甘藷,"樣品狀態:生,紅皮黃肉; 前處理描述:去皮,混合均勻打碎","甘薯,番薯,甜薯,地瓜,田薯,土薯",11.7,138.2959,133.7281,65.665,1.639,0.3583,0.2609,31.2836,2.1546,5.392,45.23,,0.162,330.543,39.163,24.006,0.504,0.233
B0400601,澱粉類,黃肉甘藷,"樣品狀態:生,黃皮黃肉; 前處理描述:去皮,混合均勻打碎","甘薯,番薯,甜薯,地瓜,田薯,土薯",15.5,120.6673,115.2763,70.0127,1.278,0.1527,0.1085,27.7651,2.5429,4.8093,51.2171,,0.2307,276.1774,46.1476,23.6806,0.3222,0.1657
